location_id,address,province_name,town_name,location_type,record_id,source_id,time_of_record,visit_count,time_in_queue,assigned_employee_id,date,description,pollutant_ppm,biological,results,type_of_water_source,number_of_people_served,hour_of_day,day_of_week,percent_male,percent_female,percent_child
AkRu03543,47 Koinange Street,Akatsi,Rural,Rural,59191,AkRu03543224,2023/06/26 12:01,1,28,6,,,,,,shared_tap,2520,12,Monday,8.08,80.81,11.11
AkRu03544,199 Koinange Street,Akatsi,Rural,Rural,39676,AkRu03544224,2022/08/25 12:47,1,0,8,2022/08/28 12:47,"Inorganic contaminants: Barium, Arsenic, Copper, Cadmium",4.68321,0,Contaminated: Chemical,well,190,12,Thursday,2.31,90.77,6.92
AkRu03545,20 Koinange Street,Akatsi,Rural,Rural,31125,AkRu03545224,2022/04/20 16:38,1,0,36,2022/04/23 16:38,Bacteria: Shigella,0,318.664,Contaminated: Biological,well,202,16,Wednesday,7.04,71.36,21.60
AkRu03546,123 Koinange Street,Akatsi,Rural,Rural,39618,AkRu03546224,2022/08/24 14:34,1,0,3,2022/08/27 14:34,Clean,0.0604588,5.67277e-05,Clean,well,350,14,Wednesday,6.06,71.97,21.97
AkRu03547,91 Koinange Street,Akatsi,Rural,Rural,29643,AkRu03547224,2022/03/28 15:39,1,0,1,2022/03/31 15:39,Clean,0.010106,8.16304e-05,Clean,well,398,15,Monday,5.56,87.50,6.94
AkRu03548,180 Koinange Street,Akatsi,Rural,Rural,46178,AkRu03548224,2022/12/02 13:22,1,24,24,,,,,,river,418,13,Friday,11.21,75.70,13.08
AkRu03549,48 Koinange Street,Akatsi,Rural,Rural,28903,AkRu03549224,2022/03/17 14:44,1,0,34,2022/03/20 14:44,"Inorganic contaminants: Selenium, Lead",4.43002,0,Contaminated: Chemical,well,336,14,Thursday,4.04,85.86,10.10
AkRu03550,77 Koinange Street,Akatsi,Rural,Rural,49999,AkRu03550224,2023/02/01 10:18,1,0,8,2023/02/04 10:18,Clean,0.0786312,2.71078e-05,Clean,well,312,10,Wednesday,8.16,72.11,19.73
AkRu03551,195 Koinange Street,Akatsi,Rural,Rural,43936,AkRu03551224,2022/10/31 12:23,1,0,42,2022/11/03 12:23,Clean,0.0445718,7.73185e-05,Clean,well,358,12,Monday,2.69,88.79,8.52
AkRu03552,49 Koinange Street,Akatsi,Rural,Rural,23324,AkRu03552224,2021/12/22 11:59,1,0,8,2021/12/25 11:59,Clean,0.0760837,1.85628e-05,Clean,well,180,11,Wednesday,6.33,83.71,9.95
AkRu03553,167 Koinange Street,Akatsi,Rural,Rural,21584,AkRu03553224,2021/11/24 16:10,1,0,10,2021/11/27 16:10,"Inorganic contaminants: Lead, Arsenic",2.90512,0,Contaminated: Chemical,well,180,16,Wednesday,6.90,72.41,20.69
AkRu03554,145 Koinange Street,Akatsi,Rural,Rural,7205,AkRu03554224,2021/04/23 10:44,1,0,28,2021/04/26 10:44,"Inorganic contaminants: Copper, Lead, Copper",5.72703,0,Contaminated: Chemical,well,218,10,Friday,5.43,82.35,12.22
AkRu03555,109 Koinange Street,Akatsi,Rural,Rural,41882,AkRu03555224,2022/09/27 16:57,1,30,5,,,,,,shared_tap,3378,16,Tuesday,4.41,83.33,12.25
AkRu03556,73 Koinange Street,Akatsi,Rural,Rural,23759,AkRu03556224,2021/12/29 09:20,1,240,5,,,,,,shared_tap,3590,9,Wednesday,6.14,81.58,12.28
AkRu03556,73 Koinange Street,Akatsi,Rural,Rural,23918,AkRu03556224,2021/12/30 18:36,2,178,5,,,,,,shared_tap,3590,18,Thursday,4.12,58.82,37.06
AkRu03556,73 Koinange Street,Akatsi,Rural,Rural,23977,AkRu03556224,2021/12/31 14:01,3,168,5,,,,,,shared_tap,3590,14,Friday,10.16,77.34,12.50
AkRu03556,73 Koinange Street,Akatsi,Rural,Rural,24044,AkRu03556224,2022/01/01 16:17,4,460,5,,,,,,shared_tap,3590,16,Saturday,12.68,59.02,28.29
AkRu03556,73 Koinange Street,Akatsi,Rural,Rural,24069,AkRu03556224,2022/01/02 16:38,5,118,5,,,,,,shared_tap,3590,16,Sunday,18.63,40.99,40.37
AkRu03556,73 Koinange Street,Akatsi,Rural,Rural,24093,AkRu03556224,2022/01/03 10:55,6,203,5,,,,,,shared_tap,3590,10,Monday,3.14,90.05,6.81
AkRu03556,73 Koinange Street,Akatsi,Rural,Rural,24189,AkRu03556224,2022/01/04 11:14,7,118,5,,,,,,shared_tap,3590,11,Tuesday,7.58,78.79,13.64
AkRu03556,73 Koinange Street,Akatsi,Rural,Rural,24241,AkRu03556224,2022/01/05 09:13,8,229,5,,,,,,shared_tap,3590,9,Wednesday,5.85,76.61,17.54
AkRu03557,17 Koinange Street,Akatsi,Rural,Rural,8624,AkRu03557224,2021/05/14 12:56,1,0,34,2021/05/17 12:56,Clean,0.061963,5.03419e-05,Clean,well,206,12,Friday,8.65,81.73,9.62
AkRu03558,182 Koinange Street,Akatsi,Rural,Rural,56157,AkRu03558224,2023/05/08 12:00,1,25,40,,,,,,shared_tap,2094,12,Monday,7.30,70.80,21.90
AkRu03559,80 Koinange Street,Akatsi,Rural,Rural,3112,AkRu03559224,2021/02/18 16:11,1,141,30,,,,,,shared_tap,1638,16,Thursday,5.60,74.40,20.00
AkRu03559,80 Koinange Street,Akatsi,Rural,Rural,3185,AkRu03559224,2021/02/19 16:15,2,120,30,,,,,,shared_tap,1638,16,Friday,10.00,69.33,20.67
AkRu03559,80 Koinange Street,Akatsi,Rural,Rural,3204,AkRu03559224,2021/02/20 13:56,3,244,30,,,,,,shared_tap,1638,13,Saturday,19.31,70.39,10.30
AkRu03559,80 Koinange Street,Akatsi,Rural,Rural,3220,AkRu03559224,2021/02/21 13:25,4,41,30,,,,,,shared_tap,1638,13,Sunday,10.77,80.51,8.72
AkRu03559,80 Koinange Street,Akatsi,Rural,Rural,3257,AkRu03559224,2021/02/22 11:11,5,169,30,,,,,,shared_tap,1638,11,Monday,6.43,75.71,17.86
AkRu03559,80 Koinange Street,Akatsi,Rural,Rural,3354,AkRu03559224,2021/02/23 12:37,6,155,30,,,,,,shared_tap,1638,12,Tuesday,4.83,87.92,7.25
AkRu03559,80 Koinange Street,Akatsi,Rural,Rural,3482,AkRu03559224,2021/02/24 16:03,7,68,30,,,,,,shared_tap,1638,16,Wednesday,3.46,73.08,23.46
AkRu03559,80 Koinange Street,Akatsi,Rural,Rural,3507,AkRu03559224,2021/02/25 09:34,8,163,30,,,,,,shared_tap,1638,9,Thursday,9.56,73.53,16.91
AkRu03560,2 Koinange Street,Akatsi,Rural,Rural,47142,AkRu03560224,2022/12/16 16:11,1,128,10,,,,,,shared_tap,1458,16,Friday,5.66,73.58,20.75
AkRu03560,2 Koinange Street,Akatsi,Rural,Rural,47167,AkRu03560224,2022/12/17 15:16,2,165,10,,,,,,shared_tap,1458,15,Saturday,21.69,66.67,11.64
AkRu03560,2 Koinange Street,Akatsi,Rural,Rural,47176,AkRu03560224,2022/12/18 06:36,3,89,10,,,,,,shared_tap,1458,6,Sunday,7.21,86.54,6.25
AkRu03560,2 Koinange Street,Akatsi,Rural,Rural,47239,AkRu03560224,2022/12/19 13:02,4,91,10,,,,,,shared_tap,1458,13,Monday,5.35,87.24,7.41
AkRu03560,2 Koinange Street,Akatsi,Rural,Rural,47362,AkRu03560224,2022/12/20 16:27,5,142,10,,,,,,shared_tap,1458,16,Tuesday,6.72,64.93,28.36
AkRu03560,2 Koinange Street,Akatsi,Rural,Rural,47405,AkRu03560224,2022/12/21 11:06,6,87,10,,,,,,shared_tap,1458,11,Wednesday,6.43,81.43,12.14
AkRu03560,2 Koinange Street,Akatsi,Rural,Rural,47512,AkRu03560224,2022/12/22 14:31,7,80,10,,,,,,shared_tap,1458,14,Thursday,5.07,86.59,8.33
AkRu03560,2 Koinange Street,Akatsi,Rural,Rural,47616,AkRu03560224,2022/12/23 18:28,8,101,10,,,,,,shared_tap,1458,18,Friday,3.77,49.69,46.54
AkRu03561,101 Koinange Street,Akatsi,Rural,Rural,17029,AkRu03561224,2021/09/15 13:12,1,0,38,2021/09/18 13:12,"Inorganic contaminants: Mercury, Zinc, Silver, Arsenic",5.62124,0,Contaminated: Chemical,well,362,13,Wednesday,2.00,91.20,6.80
AkRu03562,68 Koinange Street,Akatsi,Rural,Rural,59818,AkRu03562224,2023/07/05 12:36,1,0,16,2023/07/08 12:36,"Inorganic contaminants: Cadmium, Silver",2.082,0,Contaminated: Chemical,well,176,12,Wednesday,2.11,85.23,12.66
AkRu03563,184 Koinange Street,Akatsi,Rural,Rural,38182,AkRu03563224,2022/08/02 13:46,1,17,2,,,,,,river,552,13,Tuesday,5.45,86.63,7.92
AkRu03564,169 Koinange Street,Akatsi,Rural,Rural,2242,AkRu03564224,2021/02/05 10:24,1,0,7,2021/02/08 10:24,"Inorganic contaminants: Mercury, Arsenic, Chromium",7.05764,0,Contaminated: Chemical,well,328,10,Friday,5.31,88.41,6.28
AkRu03565,194 Koinange Street,Akatsi,Rural,Rural,2831,AkRu03565224,2021/02/15 10:50,1,0,34,2021/02/18 10:50,"Inorganic contaminants: Lead, Lead, Cadmium, Lead",4.26697,0,Contaminated: Chemical,well,334,10,Monday,10.07,76.98,12.95
AkRu03566,24 Koinange Street,Akatsi,Rural,Rural,43328,AkRu03566224,2022/10/20 12:51,1,0,10,2022/10/23 12:51,"Inorganic contaminants: Arsenic, Silver",9.29788,0,Contaminated: Chemical,well,340,12,Thursday,4.10,84.43,11.48
AkRu03567,190 Koinange Street,Akatsi,Rural,Rural,32007,AkRu03567224,2022/05/03 15:30,1,240,1,,,,,,shared_tap,3364,15,Tuesday,4.96,87.40,7.63
AkRu03567,190 Koinange Street,Akatsi,Rural,Rural,32026,AkRu03567224,2022/05/04 06:34,2,161,1,,,,,,shared_tap,3364,6,Wednesday,4.00,88.40,7.60
AkRu03567,190 Koinange Street,Akatsi,Rural,Rural,32184,AkRu03567224,2022/05/05 14:35,3,286,1,,,,,,shared_tap,3364,14,Thursday,9.22,70.92,19.86
AkRu03567,190 Koinange Street,Akatsi,Rural,Rural,32273,AkRu03567224,2022/05/06 15:15,4,235,1,,,,,,shared_tap,3364,15,Friday,7.11,80.09,12.80
AkRu03567,190 Koinange Street,Akatsi,Rural,Rural,32317,AkRu03567224,2022/05/07 18:35,5,526,1,,,,,,shared_tap,3364,18,Saturday,17.17,58.37,24.46
AkRu03567,190 Koinange Street,Akatsi,Rural,Rural,32346,AkRu03567224,2022/05/08 18:19,6,100,1,,,,,,shared_tap,3364,18,Sunday,14.74,58.97,26.28
AkRu03567,190 Koinange Street,Akatsi,Rural,Rural,32381,AkRu03567224,2022/05/09 11:59,7,309,1,,,,,,shared_tap,3364,11,Monday,6.73,82.96,10.31
AkRu03567,190 Koinange Street,Akatsi,Rural,Rural,32473,AkRu03567224,2022/05/10 12:07,8,245,1,,,,,,shared_tap,3364,12,Tuesday,3.01,84.94,12.05
AkRu03568,54 Koinange Street,Akatsi,Rural,Rural,24132,AkRu03568224,2022/01/03 14:19,1,0,12,,,,,,tap_in_home,438,14,Monday,11.81,77.17,11.02
AkRu03569,150 Koinange Street,Akatsi,Rural,Rural,24175,AkRu03569224,2022/01/04 09:34,1,0,46,2022/01/07 09:34,"Inorganic contaminants: Selenium, Silver, Lead, Arsenic",7.55685,0,Contaminated: Chemical,well,164,9,Tuesday,5.22,84.74,10.04
AkRu03570,159 Koinange Street,Akatsi,Rural,Rural,21131,AkRu03570224,2021/11/18 11:37,1,0,32,2021/11/21 11:37,Clean,0.0693085,2.82521e-05,Clean,well,160,11,Thursday,6.72,81.34,11.94
AkRu03571,126 Koinange Street,Akatsi,Rural,Rural,51895,AkRu03571224,2023/03/06 11:29,1,0,34,2023/03/09 11:29,Inorganic contaminants: Copper,2.59055,0,Contaminated: Chemical,well,386,11,Monday,9.27,74.17,16.56
AkRu03572,32 Koinange Street,Akatsi,Rural,Rural,28616,AkRu03572224,2022/03/14 13:56,1,30,24,,,,,,shared_tap,3388,13,Monday,5.07,85.51,9.42
AkRu03573,161 Koinange Street,Akatsi,Rural,Rural,42880,AkRu03573224,2022/10/12 14:30,1,0,32,2022/10/15 14:30,"Inorganic contaminants: Zinc, Mercury",7.69658,0,Contaminated: Chemical,well,302,14,Wednesday,4.08,81.63,14.29
AkRu03574,146 Koinange Street,Akatsi,Rural,Rural,549,AkRu03574224,2021/01/11 16:25,1,22,12,,,,,,shared_tap,1436,16,Monday,7.74,75.60,16.67
AkRu03575,142 Koinange Street,Akatsi,Rural,Rural,16064,AkRu03575224,2021/09/01 12:32,1,0,5,2021/09/04 12:32,Clean,0.028134,7.06389e-05,Clean,well,390,12,Wednesday,5.38,83.85,10.77
AkRu03576,82 Koinange Street,Akatsi,Rural,Rural,12437,AkRu03576224,2021/07/08 16:19,1,0,34,,,,,,tap_in_home,734,16,Thursday,10.77,66.15,23.08
AkRu03577,151 Koinange Street,Akatsi,Rural,Rural,40241,AkRu03577224,2022/09/02 12:21,1,0,14,2022/09/05 12:21,Clean,0.0264809,2.63346e-05,Clean,well,166,12,Friday,7.10,83.87,9.03
AkRu03578,116 Koinange Street,Akatsi,Rural,Rural,56645,AkRu03578224,2023/05/15 16:16,1,0,12,2023/05/18 16:16,"Inorganic contaminants: Zinc, Zinc, Copper",9.4419,0,Contaminated: Chemical,well,260,16,Monday,3.31,69.01,27.69
AkRu03579,10 Koinange Street,Akatsi,Rural,Rural,40188,AkRu03579224,2022/09/01 14:56,1,0,4,2022/09/04 14:56,"Inorganic contaminants: Copper, Selenium",5.9916,0,Contaminated: Chemical,well,182,14,Thursday,8.05,73.83,18.12
AkRu03580,78 Koinange Street,Akatsi,Rural,Rural,46857,AkRu03580224,2022/12/13 12:31,1,22,2,,,,,,shared_tap,1456,12,Tuesday,7.89,81.58,10.53
AkRu03581,18 Koinange Street,Akatsi,Rural,Rural,44681,AkRu03581224,2022/11/10 13:00,1,0,42,2022/11/13 13:00,"Inorganic contaminants: Barium, Cadmium",8.29999,0,Contaminated: Chemical,well,328,13,Thursday,5.31,85.99,8.70
AkRu03582,3 Koinange Street,Akatsi,Rural,Rural,4822,AkRu03582224,2021/03/17 12:22,1,0,3,,,,,,tap_in_home,874,12,Wednesday,5.98,89.74,4.27
AkRu03583,130 Koinange Street,Akatsi,Rural,Rural,50176,AkRu03583224,2023/02/03 15:37,1,0,34,2023/02/06 15:37,Clean,0.0766639,4.81843e-05,Clean,well,324,15,Friday,5.62,86.35,8.03
AkRu03584,25 Koinange Street,Akatsi,Rural,Rural,3307,AkRu03584224,2021/02/22 15:58,1,92,3,,,,,,shared_tap,954,15,Monday,8.19,82.46,9.36
AkRu03584,25 Koinange Street,Akatsi,Rural,Rural,3333,AkRu03584224,2021/02/23 10:17,2,102,3,,,,,,shared_tap,954,10,Tuesday,4.39,78.07,17.54
AkRu03584,25 Koinange Street,Akatsi,Rural,Rural,3419,AkRu03584224,2021/02/24 09:17,3,41,3,,,,,,shared_tap,954,9,Wednesday,2.55,85.96,11.49
AkRu03584,25 Koinange Street,Akatsi,Rural,Rural,3585,AkRu03584224,2021/02/25 18:26,4,86,3,,,,,,shared_tap,954,18,Thursday,3.16,75.79,21.05
AkRu03584,25 Koinange Street,Akatsi,Rural,Rural,3626,AkRu03584224,2021/02/26 11:55,5,46,3,,,,,,shared_tap,954,11,Friday,7.44,78.51,14.05
AkRu03584,25 Koinange Street,Akatsi,Rural,Rural,3692,AkRu03584224,2021/02/27 09:06,6,74,3,,,,,,shared_tap,954,9,Saturday,13.85,66.92,19.23
AkRu03584,25 Koinange Street,Akatsi,Rural,Rural,3726,AkRu03584224,2021/02/28 12:55,7,55,3,,,,,,shared_tap,954,12,Sunday,25.20,63.41,11.38
AkRu03584,25 Koinange Street,Akatsi,Rural,Rural,3782,AkRu03584224,2021/03/01 12:47,8,144,3,,,,,,shared_tap,954,12,Monday,3.49,85.27,11.24
AkRu03585,99 Koinange Street,Akatsi,Rural,Rural,12886,AkRu03585224,2021/07/15 15:11,1,0,0,2021/07/18 15:11,Inorganic contaminants: Arsenic,1.35819,0,Contaminated: Chemical,well,266,15,Thursday,5.80,83.57,10.63
AkRu03586,4 Koinange Street,Akatsi,Rural,Rural,139,AkRu03586224,2021/01/05 10:12,1,0,10,2021/01/08 10:12,Virus: Enteroviruses,0,262.668,Contaminated: Biological,well,276,10,Tuesday,7.44,80.99,11.57
AkRu03587,14 Koinange Street,Akatsi,Rural,Rural,15573,AkRu03587224,2021/08/25 14:55,1,0,42,2021/08/28 14:55,"Inorganic contaminants: Mercury, Zinc, Mercury",1.93579,0,Contaminated: Chemical,well,172,14,Wednesday,5.91,84.25,9.84
AkRu03588,174 Koinange Street,Akatsi,Rural,Rural,57999,AkRu03588224,2023/06/06 13:23,1,0,3,2023/06/09 13:23,Inorganic contaminants: Silver,8.23427,0,Contaminated: Chemical,well,266,13,Tuesday,4.62,90.76,4.62
AkRu03589,62 Koinange Street,Akatsi,Rural,Rural,54732,AkRu03589224,2023/04/17 10:17,1,0,18,2023/04/20 10:17,"Inorganic contaminants: Mercury, Chromium",6.58881,0,Contaminated: Chemical,well,382,10,Monday,3.24,89.81,6.94
AkRu03590,6 Koinange Street,Akatsi,Rural,Rural,58942,AkRu03590224,2023/06/21 13:59,1,0,28,2023/06/24 13:59,"Inorganic contaminants: Arsenic, Copper",8.99217,0,Contaminated: Chemical,well,392,13,Wednesday,5.50,80.00,14.50
AkRu03591,134 Koinange Street,Akatsi,Rural,Rural,47356,AkRu03591224,2022/12/20 15:53,1,0,24,,,,,,tap_in_home_broken,628,15,Tuesday,6.90,86.21,6.90
AkRu03592,89 Koinange Street,Akatsi,Rural,Rural,31793,AkRu03592224,2022/04/29 15:45,1,0,24,2022/05/02 15:45,Inorganic contaminants: Silver,6.24686,0,Contaminated: Chemical,well,290,15,Friday,6.38,78.72,14.89
AkRu03593,84 Koinange Street,Akatsi,Rural,Rural,16727,AkRu03593224,2021/09/10 13:41,1,23,16,,,,,,shared_tap,1702,13,Friday,5.88,76.47,17.65
AkRu03594,34 Koinange Street,Akatsi,Rural,Rural,21911,AkRu03594224,2021/11/30 12:52,1,0,32,2021/12/03 12:52,Clean,0.0243361,8.05364e-05,Clean,well,222,12,Tuesday,10.07,82.73,7.19
AkRu03595,160 Koinange Street,Akatsi,Rural,Rural,16185,AkRu03595224,2021/09/02 15:31,1,0,1,2021/09/05 15:31,Clean,0.0388486,3.94867e-05,Clean,well,212,15,Thursday,5.78,84.00,10.22
AkRu03596,96 Koinange Street,Akatsi,Rural,Rural,58266,AkRu03596224,2023/06/09 15:39,1,0,8,2023/06/12 15:39,Clean,0.0938892,8.21833e-05,Clean,well,380,15,Friday,1.97,90.16,7.87
AkRu03597,175 Koinange Street,Akatsi,Rural,Rural,43661,AkRu03597224,2022/10/26 12:15,1,18,2,,,,,,shared_tap,736,12,Wednesday,9.55,73.25,17.20
AkRu03598,179 Koinange Street,Akatsi,Rural,Rural,2507,AkRu03598224,2021/02/10 09:14,1,0,24,2021/02/13 09:14,"Inorganic contaminants: Mercury, Zinc, Silver",7.80703,0,Contaminated: Chemical,well,178,9,Wednesday,6.92,74.21,18.87
AkRu03599,85 Koinange Street,Akatsi,Rural,Rural,51804,AkRu03599224,2023/03/03 13:23,1,0,34,2023/03/06 13:23,"Inorganic contaminants: Selenium, Copper, Mercury, Cadmium",8.82821,0,Contaminated: Chemical,well,292,13,Friday,2.16,92.67,5.17
AkRu03600,164 Koinange Street,Akatsi,Rural,Rural,46495,AkRu03600224,2022/12/07 15:27,1,0,14,2022/12/10 15:27,"Inorganic contaminants: Silver, Arsenic, Cadmium, Cadmium",4.55011,0,Contaminated: Chemical,well,328,15,Wednesday,3.94,89.76,6.30
AkRu03601,16 Koinange Street,Akatsi,Rural,Rural,50400,AkRu03601224,2023/02/08 13:11,1,0,48,2023/02/11 13:11,Clean,0.082825,9.00528e-06,Clean,well,370,13,Wednesday,6.43,86.55,7.02
AkRu03602,36 Koinange Street,Akatsi,Rural,Rural,4394,AkRu03602224,2021/03/10 12:56,1,0,8,2021/03/13 12:56,Clean,0.0468061,5.47749e-05,Clean,well,208,12,Wednesday,6.57,88.38,5.05
AkRu03603,200 Koinange Street,Akatsi,Rural,Rural,27911,AkRu03603224,2022/03/02 12:20,1,0,30,2022/03/05 12:20,Clean,0.0617993,9.88607e-05,Clean,well,370,12,Wednesday,5.16,86.45,8.39
AkRu03604,76 Koinange Street,Akatsi,Rural,Rural,32578,AkRu03604224,2022/05/11 13:07,1,0,2,2022/05/14 13:07,Inorganic contaminants: Cadmium,2.52598,0,Contaminated: Chemical,well,354,13,Wednesday,5.64,87.97,6.39
AkRu03605,38 Koinange Street,Akatsi,Rural,Rural,36144,AkRu03605224,2022/07/04 10:24,1,0,5,2022/07/07 10:24,"Inorganic contaminants: Arsenic, Arsenic",2.64755,0,Contaminated: Chemical,well,162,10,Monday,5.52,83.98,10.50
AkRu03606,23 Koinange Street,Akatsi,Rural,Rural,2906,AkRu03606224,2021/02/16 09:03,1,135,2,,,,,,shared_tap,1552,9,Tuesday,7.41,82.96,9.63
AkRu03606,23 Koinange Street,Akatsi,Rural,Rural,3048,AkRu03606224,2021/02/17 18:04,2,106,2,,,,,,shared_tap,1552,18,Wednesday,2.94,73.53,23.53
AkRu03606,23 Koinange Street,Akatsi,Rural,Rural,3049,AkRu03606224,2021/02/18 06:16,3,60,2,,,,,,shared_tap,1552,6,Thursday,7.14,76.19,16.67
AkRu03606,23 Koinange Street,Akatsi,Rural,Rural,3191,AkRu03606224,2021/02/19 17:41,4,182,2,,,,,,shared_tap,1552,17,Friday,10.17,55.93,33.90
AkRu03606,23 Koinange Street,Akatsi,Rural,Rural,3197,AkRu03606224,2021/02/20 08:12,5,212,2,,,,,,shared_tap,1552,8,Saturday,11.21,75.34,13.45
AkRu03606,23 Koinange Street,Akatsi,Rural,Rural,3213,AkRu03606224,2021/02/21 09:29,6,79,2,,,,,,shared_tap,1552,9,Sunday,23.81,64.29,11.90
AkRu03606,23 Koinange Street,Akatsi,Rural,Rural,3289,AkRu03606224,2021/02/22 14:00,7,153,2,,,,,,shared_tap,1552,14,Monday,2.78,84.72,12.50
AkRu03606,23 Koinange Street,Akatsi,Rural,Rural,3323,AkRu03606224,2021/02/23 08:49,8,131,2,,,,,,shared_tap,1552,8,Tuesday,4.55,87.60,7.85
AkRu03607,74 Koinange Street,Akatsi,Rural,Rural,10622,AkRu03607224,2021/06/11 13:24,1,18,36,,,,,,river,986,13,Friday,7.35,78.92,13.73
AkRu03608,183 Koinange Street,Akatsi,Rural,Rural,59070,AkRu03608224,2023/06/23 12:56,1,0,5,2023/06/26 12:56,Clean,0.089769,5.69725e-05,Clean,well,336,12,Friday,6.44,88.84,4.72
AkRu03609,102 Koinange Street,Akatsi,Rural,Rural,32937,AkRu03609224,2022/05/17 13:40,1,0,48,,,,,,tap_in_home,814,13,Tuesday,7.51,85.55,6.94
AkRu03610,58 Koinange Street,Akatsi,Rural,Rural,26898,AkRu03610224,2022/02/15 11:20,1,0,30,2022/02/18 11:20,Clean,0.0861734,3.78928e-05,Clean,well,250,11,Tuesday,3.85,90.66,5.49
AkRu03611,55 Koinange Street,Akatsi,Rural,Rural,47385,AkRu03611224,2022/12/21 09:11,1,0,42,2022/12/24 09:11,"Inorganic contaminants: Cadmium, Arsenic",9.083,0,Contaminated: Chemical,well,358,9,Wednesday,5.50,81.50,13.00
AkRu03612,124 Koinange Street,Akatsi,Rural,Rural,56818,AkRu03612224,2023/05/18 10:50,1,0,3,2023/05/21 10:50,Clean,0.0495188,2.36752e-05,Clean,well,304,10,Thursday,7.04,77.46,15.49
AkRu03613,186 Koinange Street,Akatsi,Rural,Rural,2605,AkRu03613224,2021/02/11 10:32,1,0,34,,,,,,tap_in_home,556,10,Thursday,8.33,83.33,8.33
AkRu03614,170 Koinange Street,Akatsi,Rural,Rural,36780,AkRu03614224,2022/07/12 14:27,1,0,5,2022/07/15 14:27,"Inorganic contaminants: Mercury, Barium, Cadmium, Arsenic",7.3753,0,Contaminated: Chemical,well,270,14,Tuesday,4.80,85.20,10.00
AkRu03615,44 Koinange Street,Akatsi,Rural,Rural,56728,AkRu03615224,2023/05/17 09:24,1,0,30,2023/05/20 09:24,Clean,0.0722886,8.25759e-05,Clean,well,238,9,Wednesday,4.98,90.42,4.60
AkRu03616,129 Koinange Street,Akatsi,Rural,Rural,11578,AkRu03616224,2021/06/25 12:07,1,228,10,,,,,,shared_tap,2836,12,Friday,3.86,82.61,13.53
AkRu03616,129 Koinange Street,Akatsi,Rural,Rural,11632,AkRu03616224,2021/06/26 06:22,2,353,10,,,,,,shared_tap,2836,6,Saturday,10.20,78.57,11.22
AkRu03616,129 Koinange Street,Akatsi,Rural,Rural,11665,AkRu03616224,2021/06/27 10:38,3,69,10,,,,,,shared_tap,2836,10,Sunday,11.56,77.46,10.98
AkRu03616,129 Koinange Street,Akatsi,Rural,Rural,11679,AkRu03616224,2021/06/28 06:50,4,252,10,,,,,,shared_tap,2836,6,Monday,3.14,86.10,10.76
AkRu03616,129 Koinange Street,Akatsi,Rural,Rural,11821,AkRu03616224,2021/06/29 15:21,5,139,10,,,,,,shared_tap,2836,15,Tuesday,6.16,80.57,13.27
AkRu03616,129 Koinange Street,Akatsi,Rural,Rural,11893,AkRu03616224,2021/06/30 14:34,6,112,10,,,,,,shared_tap,2836,14,Wednesday,2.48,87.60,9.92
AkRu03616,129 Koinange Street,Akatsi,Rural,Rural,11982,AkRu03616224,2021/07/01 15:07,7,234,10,,,,,,shared_tap,2836,15,Thursday,5.06,86.50,8.44
AkRu03616,129 Koinange Street,Akatsi,Rural,Rural,12027,AkRu03616224,2021/07/02 10:48,8,131,10,,,,,,shared_tap,2836,10,Friday,2.94,90.76,6.30
AkRu03617,69 Koinange Street,Akatsi,Rural,Rural,51356,AkRu03617224,2023/02/24 10:41,1,24,24,,,,,,river,740,10,Friday,5.56,88.10,6.35
AkRu03618,42 Koinange Street,Akatsi,Rural,Rural,12735,AkRu03618224,2021/07/13 16:17,1,0,12,2021/07/16 16:17,Clean,0.0536707,7.35856e-05,Clean,well,240,16,Tuesday,9.27,49.67,41.06
AkRu03619,66 Koinange Street,Akatsi,Rural,Rural,50476,AkRu03619224,2023/02/09 12:13,1,61,30,,,,,,shared_tap,530,12,Thursday,6.82,82.39,10.80
AkRu03619,66 Koinange Street,Akatsi,Rural,Rural,50575,AkRu03619224,2023/02/10 17:03,2,64,30,,,,,,shared_tap,530,17,Friday,7.01,55.41,37.58
AkRu03619,66 Koinange Street,Akatsi,Rural,Rural,50582,AkRu03619224,2023/02/11 06:16,3,136,30,,,,,,shared_tap,530,6,Saturday,8.65,77.40,13.94
AkRu03619,66 Koinange Street,Akatsi,Rural,Rural,50615,AkRu03619224,2023/02/12 17:44,4,21,30,,,,,,shared_tap,530,17,Sunday,25.15,32.93,41.92
AkRu03619,66 Koinange Street,Akatsi,Rural,Rural,50673,AkRu03619224,2023/02/13 14:01,5,49,30,,,,,,shared_tap,530,14,Monday,5.73,88.93,5.34
AkRu03619,66 Koinange Street,Akatsi,Rural,Rural,50738,AkRu03619224,2023/02/14 16:16,6,43,30,,,,,,shared_tap,530,16,Tuesday,6.54,58.41,35.05
AkRu03619,66 Koinange Street,Akatsi,Rural,Rural,50808,AkRu03619224,2023/02/15 17:56,7,41,30,,,,,,shared_tap,530,17,Wednesday,8.38,50.84,40.78
AkRu03619,66 Koinange Street,Akatsi,Rural,Rural,50811,AkRu03619224,2023/02/16 07:39,8,34,30,,,,,,shared_tap,530,7,Thursday,2.65,90.15,7.20
